,Source node name,Target node name,Source node type,Target node type,Relationship type
16794,EPHA7,C0013221,gene,disease,risk_gene
16795,EPHA7,C0019080,gene,disease,risk_gene
16796,EPHA7,C0041755,gene,disease,risk_gene
16797,EPHA7,C0149925,gene,disease,risk_gene
16800,EPHA8,C0001973,gene,disease,risk_gene
16801,EPHA8,C0152013,gene,disease,risk_gene
16808,EPHB2,C0014474,gene,disease,risk_gene
16809,EPHB2,C0205769,gene,disease,risk_gene
16810,EPHB2,C0280788,gene,disease,risk_gene
16811,EPHB2,C0334578,gene,disease,risk_gene
16812,EPHB2,C0376358,gene,disease,risk_gene
16813,EPHB2,C1384403,gene,disease,risk_gene
16815,EPHB2,C2931456,gene,disease,risk_gene
16817,EPHB4,C0006142,gene,disease,risk_gene
16820,EPHB4,C0431420,gene,disease,risk_gene
16821,EPHB4,C0678222,gene,disease,risk_gene
16822,EPHB4,C1257931,gene,disease,risk_gene
16823,EPHB4,C1458155,gene,disease,risk_gene
16824,EPHB4,C4310629,gene,disease,risk_gene
16825,EPHB4,C4704874,gene,disease,risk_gene
16826,EPHB4,C4748670,gene,disease,risk_gene
16827,EPHB6,C0009402,gene,disease,risk_gene
16830,EPHX1,C0000771,gene,disease,risk_gene
16831,EPHX1,C0001973,gene,disease,risk_gene
16832,EPHX1,C0007097,gene,disease,risk_gene
16833,EPHX1,C0007114,gene,disease,risk_gene
16834,EPHX1,C0009405,gene,disease,risk_gene
16835,EPHX1,C0019193,gene,disease,risk_gene
16836,EPHX1,C0023452,gene,disease,risk_gene
16837,EPHX1,C0023453,gene,disease,risk_gene
16838,EPHX1,C0023467,gene,disease,risk_gene
16839,EPHX1,C0024117,gene,disease,risk_gene
16840,EPHX1,C0024121,gene,disease,risk_gene
16841,EPHX1,C0024299,gene,disease,risk_gene
16842,EPHX1,C0024302,gene,disease,risk_gene
16843,EPHX1,C0024304,gene,disease,risk_gene
16844,EPHX1,C0024305,gene,disease,risk_gene
16845,EPHX1,C0024306,gene,disease,risk_gene
16846,EPHX1,C0024667,gene,disease,risk_gene
16847,EPHX1,C0024668,gene,disease,risk_gene
16848,EPHX1,C0026764,gene,disease,risk_gene
16849,EPHX1,C0026998,gene,disease,risk_gene
16850,EPHX1,C0032914,gene,disease,risk_gene
16851,EPHX1,C0033578,gene,disease,risk_gene
16852,EPHX1,C0034067,gene,disease,risk_gene
16853,EPHX1,C0037286,gene,disease,risk_gene
16854,EPHX1,C0079740,gene,disease,risk_gene
16855,EPHX1,C0079741,gene,disease,risk_gene
16856,EPHX1,C0079747,gene,disease,risk_gene
16857,EPHX1,C0079757,gene,disease,risk_gene
16858,EPHX1,C0079770,gene,disease,risk_gene
16859,EPHX1,C0151744,gene,disease,risk_gene
16860,EPHX1,C0205696,gene,disease,risk_gene
16861,EPHX1,C0205697,gene,disease,risk_gene
16862,EPHX1,C0205698,gene,disease,risk_gene
16863,EPHX1,C0205699,gene,disease,risk_gene
16864,EPHX1,C0221227,gene,disease,risk_gene
16865,EPHX1,C0236733,gene,disease,risk_gene
16866,EPHX1,C0236804,gene,disease,risk_gene
16867,EPHX1,C0236807,gene,disease,risk_gene
16868,EPHX1,C0242379,gene,disease,risk_gene
16869,EPHX1,C0242488,gene,disease,risk_gene
16870,EPHX1,C0264393,gene,disease,risk_gene
16871,EPHX1,C0345967,gene,disease,risk_gene
16872,EPHX1,C0376358,gene,disease,risk_gene
16873,EPHX1,C0860207,gene,disease,risk_gene
16874,EPHX1,C1112155,gene,disease,risk_gene
16875,EPHX1,C1257925,gene,disease,risk_gene
16876,EPHX1,C1262760,gene,disease,risk_gene
16877,EPHX1,C1333990,gene,disease,risk_gene
16878,EPHX1,C1333991,gene,disease,risk_gene
16879,EPHX1,C1449861,gene,disease,risk_gene
16880,EPHX1,C1449862,gene,disease,risk_gene
16881,EPHX1,C1527303,gene,disease,risk_gene
16882,EPHX1,C1843139,gene,disease,risk_gene
16883,EPHX1,C1879321,gene,disease,risk_gene
16884,EPHX1,C1961102,gene,disease,risk_gene
16885,EPHX1,C2239176,gene,disease,risk_gene
16886,EPHX1,C2350878,gene,disease,risk_gene
16887,EPHX1,C2936783,gene,disease,risk_gene
16888,EPHX1,C3658290,gene,disease,risk_gene
16889,EPHX1,C3714542,gene,disease,risk_gene
16890,EPHX1,C4277682,gene,disease,risk_gene
16891,EPHX1,C4279912,gene,disease,risk_gene
16892,EPHX1,C4721532,gene,disease,risk_gene
16893,EPHX2,C0013221,gene,disease,risk_gene
16894,EPHX2,C0018801,gene,disease,risk_gene
16895,EPHX2,C0018802,gene,disease,risk_gene
16896,EPHX2,C0022660,gene,disease,risk_gene
16897,EPHX2,C0023212,gene,disease,risk_gene
16898,EPHX2,C0027055,gene,disease,risk_gene
16899,EPHX2,C0036341,gene,disease,risk_gene
16900,EPHX2,C0041755,gene,disease,risk_gene
16901,EPHX2,C0151744,gene,disease,risk_gene
16902,EPHX2,C0235527,gene,disease,risk_gene
16903,EPHX2,C0242698,gene,disease,risk_gene
16904,EPHX2,C0745103,gene,disease,risk_gene
16906,EPHX2,C1565662,gene,disease,risk_gene
16907,EPHX2,C1959583,gene,disease,risk_gene
16908,EPHX2,C1961112,gene,disease,risk_gene
16909,EPHX2,C2609414,gene,disease,risk_gene
16910,STX2,C0021364,gene,disease,risk_gene
16911,STX2,C0848676,gene,disease,risk_gene
16912,STX2,C0917731,gene,disease,risk_gene
16914,CLN8,C1838570,gene,disease,risk_gene
16915,CLN8,C1864923,gene,disease,risk_gene
16916,EPO,C0002871,gene,disease,risk_gene
16917,EPO,C0002875,gene,disease,risk_gene
16918,EPO,C0002878,gene,disease,risk_gene
16919,EPO,C0002879,gene,disease,risk_gene
16920,EPO,C0002889,gene,disease,risk_gene
16921,EPO,C0005283,gene,disease,risk_gene
16922,EPO,C0006663,gene,disease,risk_gene
16923,EPO,C0007682,gene,disease,risk_gene
16924,EPO,C0009241,gene,disease,risk_gene
16925,EPO,C0010054,gene,disease,risk_gene
16926,EPO,C0014072,gene,disease,risk_gene
16927,EPO,C0015672,gene,disease,risk_gene
16928,EPO,C0018799,gene,disease,risk_gene
16929,EPO,C0018818,gene,disease,risk_gene
16930,EPO,C0019025,gene,disease,risk_gene
16931,EPO,C0019061,gene,disease,risk_gene
16932,EPO,C0020538,gene,disease,risk_gene
16933,EPO,C0021368,gene,disease,risk_gene
16934,EPO,C0022658,gene,disease,risk_gene
16935,EPO,C0022660,gene,disease,risk_gene
16936,EPO,C0022661,gene,disease,risk_gene
16937,EPO,C0025202,gene,disease,risk_gene
16938,EPO,C0027051,gene,disease,risk_gene
16939,EPO,C0027626,gene,disease,risk_gene
16940,EPO,C0027627,gene,disease,risk_gene
16941,EPO,C0027746,gene,disease,risk_gene
16942,EPO,C0030312,gene,disease,risk_gene
16943,EPO,C0030472,gene,disease,risk_gene
16944,EPO,C0033141,gene,disease,risk_gene
16945,EPO,C0034065,gene,disease,risk_gene
16946,EPO,C0035078,gene,disease,risk_gene
16947,EPO,C0036214,gene,disease,risk_gene
16948,EPO,C0036216,gene,disease,risk_gene
16949,EPO,C0036219,gene,disease,risk_gene
16950,EPO,C0036529,gene,disease,risk_gene
16951,EPO,C0036980,gene,disease,risk_gene
16952,EPO,C0038220,gene,disease,risk_gene
16953,EPO,C0038358,gene,disease,risk_gene
16954,EPO,C0040034,gene,disease,risk_gene
16955,EPO,C0040053,gene,disease,risk_gene
16956,EPO,C0040136,gene,disease,risk_gene
16957,EPO,C0041948,gene,disease,risk_gene
16958,EPO,C0042373,gene,disease,risk_gene
16959,EPO,C0042487,gene,disease,risk_gene
16960,EPO,C0042510,gene,disease,risk_gene
16961,EPO,C0042514,gene,disease,risk_gene
16962,EPO,C0085578,gene,disease,risk_gene
16963,EPO,C0087086,gene,disease,risk_gene
16964,EPO,C0149871,gene,disease,risk_gene
16965,EPO,C0151468,gene,disease,risk_gene
16966,EPO,C0152025,gene,disease,risk_gene
16967,EPO,C0221021,gene,disease,risk_gene
16968,EPO,C0235833,gene,disease,risk_gene
16969,EPO,C0263628,gene,disease,risk_gene
16970,EPO,C0265699,gene,disease,risk_gene
16971,EPO,C0265700,gene,disease,risk_gene
16972,EPO,C0270715,gene,disease,risk_gene
16973,EPO,C0270823,gene,disease,risk_gene
16974,EPO,C0271683,gene,disease,risk_gene
16975,EPO,C0271979,gene,disease,risk_gene
16976,EPO,C0311335,gene,disease,risk_gene
16977,EPO,C0393734,gene,disease,risk_gene
16978,EPO,C0393851,gene,disease,risk_gene
16979,EPO,C0521174,gene,disease,risk_gene
16980,EPO,C0524702,gene,disease,risk_gene
16981,EPO,C0524851,gene,disease,risk_gene
16982,EPO,C0549473,gene,disease,risk_gene
16983,EPO,C0751448,gene,disease,risk_gene
16984,EPO,C0751449,gene,disease,risk_gene
16985,EPO,C0751522,gene,disease,risk_gene
16986,EPO,C0751523,gene,disease,risk_gene
16987,EPO,C0751524,gene,disease,risk_gene
16988,EPO,C0751733,gene,disease,risk_gene
16989,EPO,C0878544,gene,disease,risk_gene
16990,EPO,C1260899,gene,disease,risk_gene
16991,EPO,C1262477,gene,disease,risk_gene
16994,EPO,C1565489,gene,disease,risk_gene
16995,EPO,C1565662,gene,disease,risk_gene
16996,EPO,C1956346,gene,disease,risk_gene
16997,EPO,C2239176,gene,disease,risk_gene
16998,EPO,C2609414,gene,disease,risk_gene
17000,EPO,C2676137,gene,disease,risk_gene
17001,EPO,C2713368,gene,disease,risk_gene
17002,EPO,C3463824,gene,disease,risk_gene
17003,EPO,C4551637,gene,disease,risk_gene
17004,EPO,C4693552,gene,disease,risk_gene
17005,EPO,C4693556,gene,disease,risk_gene
17006,EPOR,C0006142,gene,disease,risk_gene
17007,EPOR,C0023440,gene,disease,risk_gene
17008,EPOR,C0025202,gene,disease,risk_gene
17009,EPOR,C0027626,gene,disease,risk_gene
17010,EPOR,C0027627,gene,disease,risk_gene
17011,EPOR,C0027746,gene,disease,risk_gene
17012,EPOR,C0032461,gene,disease,risk_gene
17013,EPOR,C0040136,gene,disease,risk_gene
17014,EPOR,C0151468,gene,disease,risk_gene
17015,EPOR,C0152264,gene,disease,risk_gene
17016,EPOR,C0549473,gene,disease,risk_gene
17017,EPOR,C0678222,gene,disease,risk_gene
17018,EPOR,C1257931,gene,disease,risk_gene
17019,EPOR,C1458155,gene,disease,risk_gene
17020,EPOR,C1527405,gene,disease,risk_gene
17021,EPOR,C4551637,gene,disease,risk_gene
17022,EPOR,C4704874,gene,disease,risk_gene
17023,EPRS1,C2677112,gene,disease,risk_gene
17024,EPRS1,C4693733,gene,disease,risk_gene
17025,EPS8,C0027626,gene,disease,risk_gene
17026,EPS8,C1846647,gene,disease,risk_gene
17027,EPS8,C1857810,gene,disease,risk_gene
17028,EPS8,C3892050,gene,disease,risk_gene
17029,NR2F6,C0006142,gene,disease,risk_gene
17030,NR2F6,C0014175,gene,disease,risk_gene
17031,NR2F6,C0269102,gene,disease,risk_gene
17032,NR2F6,C0678222,gene,disease,risk_gene
17033,NR2F6,C1257931,gene,disease,risk_gene
17034,NR2F6,C1458155,gene,disease,risk_gene
17035,NR2F6,C4704874,gene,disease,risk_gene
17036,ERBB2,C0001418,gene,disease,risk_gene
17038,ERBB2,C0006142,gene,disease,risk_gene
17039,ERBB2,C0006826,gene,disease,risk_gene
17040,ERBB2,C0007102,gene,disease,risk_gene
17041,ERBB2,C0007131,gene,disease,risk_gene
17042,ERBB2,C0007134,gene,disease,risk_gene
17043,ERBB2,C0009375,gene,disease,risk_gene
17044,ERBB2,C0013930,gene,disease,risk_gene
17045,ERBB2,C0014859,gene,disease,risk_gene
17046,ERBB2,C0016978,gene,disease,risk_gene
17047,ERBB2,C0017185,gene,disease,risk_gene
17048,ERBB2,C0017638,gene,disease,risk_gene
17050,ERBB2,C0021367,gene,disease,risk_gene
17051,ERBB2,C0024121,gene,disease,risk_gene
17052,ERBB2,C0024232,gene,disease,risk_gene
17053,ERBB2,C0024623,gene,disease,risk_gene
17054,ERBB2,C0024667,gene,disease,risk_gene
17055,ERBB2,C0024668,gene,disease,risk_gene
17056,ERBB2,C0025149,gene,disease,risk_gene
17057,ERBB2,C0027627,gene,disease,risk_gene
17058,ERBB2,C0027643,gene,disease,risk_gene
17059,ERBB2,C0027659,gene,disease,risk_gene
17060,ERBB2,C0029925,gene,disease,risk_gene
17061,ERBB2,C0030354,gene,disease,risk_gene
17062,ERBB2,C0033578,gene,disease,risk_gene
17063,ERBB2,C0038356,gene,disease,risk_gene
17064,ERBB2,C0152013,gene,disease,risk_gene
17065,ERBB2,C0153452,gene,disease,risk_gene
17068,ERBB2,C0205641,gene,disease,risk_gene
17069,ERBB2,C0205642,gene,disease,risk_gene
17070,ERBB2,C0205643,gene,disease,risk_gene
17071,ERBB2,C0205644,gene,disease,risk_gene
17072,ERBB2,C0205645,gene,disease,risk_gene
17073,ERBB2,C0205833,gene,disease,risk_gene
17074,ERBB2,C0205874,gene,disease,risk_gene
17075,ERBB2,C0205875,gene,disease,risk_gene
17076,ERBB2,C0206698,gene,disease,risk_gene
17077,ERBB2,C0235874,gene,disease,risk_gene
17078,ERBB2,C0242379,gene,disease,risk_gene
17080,ERBB2,C0278510,gene,disease,risk_gene
17081,ERBB2,C0278876,gene,disease,risk_gene
17082,ERBB2,C0278996,gene,disease,risk_gene
17083,ERBB2,C0279702,gene,disease,risk_gene
17084,ERBB2,C0345905,gene,disease,risk_gene
17085,ERBB2,C0376358,gene,disease,risk_gene
17089,ERBB2,C0546837,gene,disease,risk_gene
17090,ERBB2,C0555198,gene,disease,risk_gene
17091,ERBB2,C0596263,gene,disease,risk_gene
17092,ERBB2,C0678222,gene,disease,risk_gene
17093,ERBB2,C0684249,gene,disease,risk_gene
17094,ERBB2,C0685938,gene,disease,risk_gene
17095,ERBB2,C0699791,gene,disease,risk_gene
17096,ERBB2,C0751291,gene,disease,risk_gene
17097,ERBB2,C0858252,gene,disease,risk_gene
17098,ERBB2,C0919267,gene,disease,risk_gene
17099,ERBB2,C1134719,gene,disease,risk_gene
17100,ERBB2,C1140680,gene,disease,risk_gene
17101,ERBB2,C1257925,gene,disease,risk_gene
17102,ERBB2,C1257931,gene,disease,risk_gene
17103,ERBB2,C1266042,gene,disease,risk_gene
17104,ERBB2,C1266043,gene,disease,risk_gene
17105,ERBB2,C1266044,gene,disease,risk_gene
17106,ERBB2,C1275668,gene,disease,risk_gene
17107,ERBB2,C1306837,gene,disease,risk_gene
17108,ERBB2,C1319315,gene,disease,risk_gene
17109,ERBB2,C1368275,gene,disease,risk_gene
17110,ERBB2,C1458155,gene,disease,risk_gene
17111,ERBB2,C1708349,gene,disease,risk_gene
17112,ERBB2,C2750850,gene,disease,risk_gene
17113,ERBB2,C2931822,gene,disease,risk_gene
17114,ERBB2,C3805278,gene,disease,risk_gene
17115,ERBB2,C3887461,gene,disease,risk_gene
17116,ERBB2,C4704874,gene,disease,risk_gene
17117,ERBB2,C4721610,gene,disease,risk_gene
17118,ERBB2,C4721806,gene,disease,risk_gene
17119,ERBB3,C0005586,gene,disease,risk_gene
17120,ERBB3,C0005684,gene,disease,risk_gene
17121,ERBB3,C0005695,gene,disease,risk_gene
17122,ERBB3,C0006142,gene,disease,risk_gene
17123,ERBB3,C0006826,gene,disease,risk_gene
17124,ERBB3,C0007114,gene,disease,risk_gene
17125,ERBB3,C0011570,gene,disease,risk_gene
17126,ERBB3,C0016978,gene,disease,risk_gene
17127,ERBB3,C0018671,gene,disease,risk_gene
17128,ERBB3,C0024121,gene,disease,risk_gene
17129,ERBB3,C0024623,gene,disease,risk_gene
17130,ERBB3,C0027627,gene,disease,risk_gene
17131,ERBB3,C0033578,gene,disease,risk_gene
17132,ERBB3,C0036341,gene,disease,risk_gene
17133,ERBB3,C0037286,gene,disease,risk_gene
17134,ERBB3,C0038356,gene,disease,risk_gene
17135,ERBB3,C0041696,gene,disease,risk_gene
17136,ERBB3,C0153452,gene,disease,risk_gene
17141,ERBB3,C0235874,gene,disease,risk_gene
17142,ERBB3,C0242379,gene,disease,risk_gene
17143,ERBB3,C0278701,gene,disease,risk_gene
17144,ERBB3,C0278996,gene,disease,risk_gene
17145,ERBB3,C0376358,gene,disease,risk_gene
17148,ERBB3,C0678222,gene,disease,risk_gene
17149,ERBB3,C0699790,gene,disease,risk_gene
17150,ERBB3,C0699791,gene,disease,risk_gene
17151,ERBB3,C0699885,gene,disease,risk_gene
17152,ERBB3,C1257931,gene,disease,risk_gene
17153,ERBB3,C1269683,gene,disease,risk_gene
17155,ERBB3,C1458155,gene,disease,risk_gene
17156,ERBB3,C1843478,gene,disease,risk_gene
17157,ERBB3,C2931822,gene,disease,risk_gene
17158,ERBB3,C3887461,gene,disease,risk_gene
17159,ERBB3,C4704874,gene,disease,risk_gene
17160,ERBB3,C4746575,gene,disease,risk_gene
17161,ERBB4,C0002736,gene,disease,risk_gene
17162,ERBB4,C0004238,gene,disease,risk_gene
17163,ERBB4,C0005586,gene,disease,risk_gene
17164,ERBB4,C0006142,gene,disease,risk_gene
17165,ERBB4,C0007114,gene,disease,risk_gene
17166,ERBB4,C0016978,gene,disease,risk_gene
17167,ERBB4,C0025202,gene,disease,risk_gene
17168,ERBB4,C0036341,gene,disease,risk_gene
17169,ERBB4,C0037286,gene,disease,risk_gene
17172,ERBB4,C0153452,gene,disease,risk_gene
17173,ERBB4,C0235480,gene,disease,risk_gene
17175,ERBB4,C0678222,gene,disease,risk_gene
17178,ERBB4,C2585653,gene,disease,risk_gene
17179,ERBB4,C3468561,gene,disease,risk_gene
17180,ERBB4,C3715155,gene,disease,risk_gene
17181,ERCC1,C0001956,gene,disease,risk_gene
17182,ERCC1,C0004403,gene,disease,risk_gene
17183,ERCC1,C0006826,gene,disease,risk_gene
17184,ERCC1,C0007131,gene,disease,risk_gene
17185,ERCC1,C0007873,gene,disease,risk_gene
17186,ERCC1,C0008625,gene,disease,risk_gene
17187,ERCC1,C0015625,gene,disease,risk_gene
17188,ERCC1,C0024121,gene,disease,risk_gene
17189,ERCC1,C0024623,gene,disease,risk_gene
17190,ERCC1,C0025202,gene,disease,risk_gene
17191,ERCC1,C0027627,gene,disease,risk_gene
17192,ERCC1,C0027651,gene,disease,risk_gene
17193,ERCC1,C0027654,gene,disease,risk_gene
17194,ERCC1,C0027658,gene,disease,risk_gene
17195,ERCC1,C0038356,gene,disease,risk_gene
17196,ERCC1,C0039590,gene,disease,risk_gene
17197,ERCC1,C0043346,gene,disease,risk_gene
17198,ERCC1,C0086692,gene,disease,risk_gene
17199,ERCC1,C0152013,gene,disease,risk_gene
17200,ERCC1,C0153594,gene,disease,risk_gene
17201,ERCC1,C0205851,gene,disease,risk_gene
17202,ERCC1,C0205852,gene,disease,risk_gene
17203,ERCC1,C0220722,gene,disease,risk_gene
17204,ERCC1,C0242379,gene,disease,risk_gene
17205,ERCC1,C0274861,gene,disease,risk_gene
17206,ERCC1,C0274862,gene,disease,risk_gene
17207,ERCC1,C0311375,gene,disease,risk_gene
17208,ERCC1,C0684249,gene,disease,risk_gene
17209,ERCC1,C0740345,gene,disease,risk_gene
17210,ERCC1,C0751038,gene,disease,risk_gene
17211,ERCC1,C0751364,gene,disease,risk_gene
17212,ERCC1,C0751365,gene,disease,risk_gene
17213,ERCC1,C0751851,gene,disease,risk_gene
17214,ERCC1,C0751852,gene,disease,risk_gene
17215,ERCC1,C1708349,gene,disease,risk_gene
17216,ERCC1,C1720811,gene,disease,risk_gene
17217,ERCC1,C1853100,gene,disease,risk_gene
17218,ERCC1,C1859312,gene,disease,risk_gene
17219,ERCC1,C2931277,gene,disease,risk_gene
17220,ERCC1,C2931822,gene,disease,risk_gene
17221,ERCC1,C4048328,gene,disease,risk_gene
17222,ERCC1,C4721453,gene,disease,risk_gene
17223,ERCC2,C0005684,gene,disease,risk_gene
17224,ERCC2,C0005695,gene,disease,risk_gene
17225,ERCC2,C0007114,gene,disease,risk_gene
17226,ERCC2,C0007117,gene,disease,risk_gene
17227,ERCC2,C0007137,gene,disease,risk_gene
17228,ERCC2,C0009402,gene,disease,risk_gene
17229,ERCC2,C0009404,gene,disease,risk_gene
17230,ERCC2,C0024623,gene,disease,risk_gene
17231,ERCC2,C0025202,gene,disease,risk_gene
17232,ERCC2,C0028797,gene,disease,risk_gene
17233,ERCC2,C0033578,gene,disease,risk_gene
17234,ERCC2,C0037268,gene,disease,risk_gene
17235,ERCC2,C0037274,gene,disease,risk_gene
17236,ERCC2,C0037286,gene,disease,risk_gene
17237,ERCC2,C0038356,gene,disease,risk_gene
17238,ERCC2,C0079153,gene,disease,risk_gene
17239,ERCC2,C0151779,gene,disease,risk_gene
17242,ERCC2,C0220722,gene,disease,risk_gene
17243,ERCC2,C0268138,gene,disease,risk_gene
17244,ERCC2,C0376358,gene,disease,risk_gene
17246,ERCC2,C0699885,gene,disease,risk_gene
17247,ERCC2,C1708349,gene,disease,risk_gene
17248,ERCC2,C1853102,gene,disease,risk_gene
17249,ERCC2,C1859312,gene,disease,risk_gene
17250,ERCC2,C1866504,gene,disease,risk_gene
17251,ERCC2,C1955934,gene,disease,risk_gene
17252,ERCC2,C2931277,gene,disease,risk_gene
17253,EREG,C0006142,gene,disease,risk_gene
17254,EREG,C0162568,gene,disease,risk_gene
17255,EREG,C0349426,gene,disease,risk_gene
17256,EREG,C0919267,gene,disease,risk_gene
17257,EREG,C1140680,gene,disease,risk_gene
17258,EYA4,C0009402,gene,disease,risk_gene
17259,EYA4,C0009404,gene,disease,risk_gene
17260,EYA4,C1384666,gene,disease,risk_gene
17261,EYA4,C1832476,gene,disease,risk_gene
17262,EYA4,C1854368,gene,disease,risk_gene
17263,EYA4,C3711374,gene,disease,risk_gene
17264,ERCC3,C0006142,gene,disease,risk_gene
17267,ERCC3,C0025202,gene,disease,risk_gene
17269,ERCC3,C0268136,gene,disease,risk_gene
17270,ERCC3,C0274861,gene,disease,risk_gene
17271,ERCC3,C0274862,gene,disease,risk_gene
17272,ERCC3,C0311375,gene,disease,risk_gene
17273,ERCC3,C0751851,gene,disease,risk_gene
17274,ERCC3,C0751852,gene,disease,risk_gene
17275,ERCC3,C1866504,gene,disease,risk_gene
17276,ERCC3,C1955934,gene,disease,risk_gene
17277,ERCC3,C4225344,gene,disease,risk_gene
17278,ERCC3,C4721453,gene,disease,risk_gene
17279,ERCC4,C0005684,gene,disease,risk_gene
17280,ERCC4,C0005695,gene,disease,risk_gene
17282,ERCC4,C0007137,gene,disease,risk_gene
17284,ERCC4,C0015625,gene,disease,risk_gene
17285,ERCC4,C0023465,gene,disease,risk_gene
17286,ERCC4,C0023467,gene,disease,risk_gene
17287,ERCC4,C0025202,gene,disease,risk_gene
17288,ERCC4,C0027627,gene,disease,risk_gene
17289,ERCC4,C0027654,gene,disease,risk_gene
17290,ERCC4,C0027658,gene,disease,risk_gene
17292,ERCC4,C0039590,gene,disease,risk_gene
17293,ERCC4,C0151779,gene,disease,risk_gene
17294,ERCC4,C0153594,gene,disease,risk_gene
17295,ERCC4,C0205851,gene,disease,risk_gene
17296,ERCC4,C0205852,gene,disease,risk_gene
17297,ERCC4,C0265219,gene,disease,risk_gene
17298,ERCC4,C0268140,gene,disease,risk_gene
17299,ERCC4,C0274861,gene,disease,risk_gene
17300,ERCC4,C0274862,gene,disease,risk_gene
17301,ERCC4,C0311375,gene,disease,risk_gene
17304,ERCC4,C0740345,gene,disease,risk_gene
17305,ERCC4,C0751039,gene,disease,risk_gene
17306,ERCC4,C0751364,gene,disease,risk_gene
17307,ERCC4,C0751365,gene,disease,risk_gene
17308,ERCC4,C0751851,gene,disease,risk_gene
17309,ERCC4,C0751852,gene,disease,risk_gene
17310,ERCC4,C0919267,gene,disease,risk_gene
17311,ERCC4,C1140680,gene,disease,risk_gene
17312,ERCC4,C1449861,gene,disease,risk_gene
17313,ERCC4,C1449862,gene,disease,risk_gene
17314,ERCC4,C1720811,gene,disease,risk_gene
17315,ERCC4,C1970416,gene,disease,risk_gene
17316,ERCC4,C3463824,gene,disease,risk_gene
17317,ERCC4,C3808988,gene,disease,risk_gene
17318,ERCC4,C4228778,gene,disease,risk_gene
17319,ERCC4,C4721453,gene,disease,risk_gene
17321,ERCC5,C0007137,gene,disease,risk_gene
17322,ERCC5,C0025202,gene,disease,risk_gene
17323,ERCC5,C0151779,gene,disease,risk_gene
17324,ERCC5,C0220722,gene,disease,risk_gene
17325,ERCC5,C0268141,gene,disease,risk_gene
17326,ERCC5,C1851443,gene,disease,risk_gene
17327,ERCC5,C1859312,gene,disease,risk_gene
17328,ERCC5,C2931277,gene,disease,risk_gene
17329,ERCC6,C0003886,gene,disease,risk_gene
17330,ERCC6,C0006142,gene,disease,risk_gene
17331,ERCC6,C0009207,gene,disease,risk_gene
17332,ERCC6,C0009402,gene,disease,risk_gene
17333,ERCC6,C0013421,gene,disease,risk_gene
17334,ERCC6,C0018273,gene,disease,risk_gene
17335,ERCC6,C0024121,gene,disease,risk_gene
17336,ERCC6,C0025958,gene,disease,risk_gene
17337,ERCC6,C0026010,gene,disease,risk_gene
17339,ERCC6,C0033922,gene,disease,risk_gene
17340,ERCC6,C0086543,gene,disease,risk_gene
17341,ERCC6,C0220722,gene,disease,risk_gene
17342,ERCC6,C0231341,gene,disease,risk_gene
17343,ERCC6,C0242379,gene,disease,risk_gene
17344,ERCC6,C0242383,gene,disease,risk_gene
17345,ERCC6,C0265201,gene,disease,risk_gene
17346,ERCC6,C0376634,gene,disease,risk_gene
17347,ERCC6,C0424230,gene,disease,risk_gene
17349,ERCC6,C0524524,gene,disease,risk_gene
17350,ERCC6,C0684249,gene,disease,risk_gene
17351,ERCC6,C0751037,gene,disease,risk_gene
17352,ERCC6,C0751038,gene,disease,risk_gene
17353,ERCC6,C0751039,gene,disease,risk_gene
17354,ERCC6,C0751456,gene,disease,risk_gene
17357,ERCC6,C1384666,gene,disease,risk_gene
17358,ERCC6,C1510497,gene,disease,risk_gene
17359,ERCC6,C1833561,gene,disease,risk_gene
17360,ERCC6,C1956147,gene,disease,risk_gene
17362,ERCC6,C3551173,gene,disease,risk_gene
17363,ERCC6,C3853041,gene,disease,risk_gene
17364,ERCC6,C4310783,gene,disease,risk_gene
17365,ERF,C0003803,gene,disease,risk_gene
17366,ERF,C0010278,gene,disease,risk_gene
17367,ERF,C0023012,gene,disease,risk_gene
17368,ERF,C0023014,gene,disease,risk_gene
17369,ERF,C0030044,gene,disease,risk_gene
17370,ERF,C0033578,gene,disease,risk_gene
17371,ERF,C0221356,gene,disease,risk_gene
17372,ERF,C0241210,gene,disease,risk_gene
17373,ERF,C0265534,gene,disease,risk_gene
17374,ERF,C0265535,gene,disease,risk_gene
17375,ERF,C0376358,gene,disease,risk_gene
17376,ERF,C0376634,gene,disease,risk_gene
17377,ERF,C0454655,gene,disease,risk_gene
17378,ERF,C0555206,gene,disease,risk_gene
17379,ERF,C0750929,gene,disease,risk_gene
17380,ERF,C0750931,gene,disease,risk_gene
17381,ERF,C0750932,gene,disease,risk_gene
17382,ERF,C0751257,gene,disease,risk_gene
17383,ERF,C1833340,gene,disease,risk_gene
17384,ERF,C1860050,gene,disease,risk_gene
17385,ERF,C1860819,gene,disease,risk_gene
17386,ERF,C2931150,gene,disease,risk_gene
17387,ERF,C2931196,gene,disease,risk_gene
17388,ERF,C3806917,gene,disease,risk_gene
17389,ERF,C3839609,gene,disease,risk_gene
17390,ERF,C4310679,gene,disease,risk_gene
17391,ERF,C4551902,gene,disease,risk_gene
17392,ERF,C4707866,gene,disease,risk_gene
17393,ERG,C0023418,gene,disease,risk_gene
17394,ERG,C0023452,gene,disease,risk_gene
17395,ERG,C0023453,gene,disease,risk_gene
17396,ERG,C0023467,gene,disease,risk_gene
17397,ERG,C0026998,gene,disease,risk_gene
